node_id,sent_at_time,packet_type,forwarded
19,1555039183.65355,control,False
19,1555039202.3230805,control,False
19,1555039203.6748006,control,False
19,1555039207.904438,data,True
19,1555039208.1719437,data,True
19,1555039208.6804428,data,False
19,1555039212.9101155,data,True
19,1555039213.1774805,data,True
19,1555039213.685848,data,False
19,1555039217.915282,data,True
19,1555039218.1829538,data,True
19,1555039218.6913624,data,False
19,1555039222.9206464,data,True
19,1555039223.188443,data,True
19,1555039223.697126,control,False
19,1555039223.6976097,data,False
19,1555039227.9267333,data,True
19,1555039228.1944938,data,True
19,1555039228.7036426,data,False
19,1555039232.9320793,data,True
19,1555039233.1998343,data,True
19,1555039233.7089534,data,False
19,1555039237.9374316,data,True
19,1555039238.2051442,data,True
19,1555039238.714318,data,False
19,1555039242.9427025,data,True
19,1555039243.2105427,data,True
19,1555039243.7185357,control,False
19,1555039243.7206366,data,False
19,1555039247.948141,data,True
19,1555039248.2158532,data,True
19,1555039248.725354,data,False
19,1555039252.9534166,data,True
19,1555039253.221232,data,True
19,1555039253.7306743,data,False
19,1555039257.9588246,data,True
19,1555039258.226563,data,True
19,1555039258.736014,data,False
19,1555039262.9641712,data,True
19,1555039263.231876,data,True
19,1555039263.7411447,control,False
19,1555039263.7426918,data,False
19,1555039267.9704673,data,True
19,1555039268.2372675,data,True
19,1555039268.746932,data,False
19,1555039272.976178,data,True
19,1555039273.2428339,data,True
19,1555039273.752323,data,False
19,1555039277.9812493,data,True
19,1555039278.2481227,data,True
19,1555039278.75767,data,False
19,1555039282.9866407,data,True
19,1555039283.253493,data,True
19,1555039283.7635431,control,False
19,1555039283.763898,data,False
19,1555039287.9919066,data,True
19,1555039288.2596343,data,True
19,1555039288.7706232,data,False
19,1555039292.997264,data,True
19,1555039293.264951,data,True
19,1555039293.7759295,data,False
19,1555039298.002613,data,True
19,1555039298.2703533,data,True
19,1555039298.7812796,data,False
19,1555039303.0078924,data,True
19,1555039303.2756734,data,True
19,1555039303.7820628,data,False
19,1555039303.7847795,control,False
19,1555039308.0133274,data,True
19,1555039308.2810616,data,True
19,1555039308.7873936,data,False
19,1555039313.0187352,data,True
19,1555039313.286447,data,True
19,1555039313.7927845,data,False
19,1555039318.0240657,data,True
19,1555039318.291807,data,True
19,1555039318.798305,data,False
19,1555039323.029397,data,True
19,1555039323.2971532,data,True
19,1555039323.803649,data,False
19,1555039323.80584,control,False
19,1555039328.0356104,data,True
19,1555039328.3025548,data,True
19,1555039328.8089423,data,False
19,1555039333.0412784,data,True
19,1555039333.3081493,data,True
19,1555039333.8143451,data,False
19,1555039338.046437,data,True
19,1555039338.3134723,data,True
19,1555039338.8196526,data,False
19,1555039343.051689,data,True
19,1555039343.3189406,data,True
19,1555039343.8250444,data,False
19,1555039343.8268924,control,False
19,1555039348.0571349,data,True
19,1555039348.3252034,data,True
19,1555039348.8310819,data,False
19,1555039353.0624387,data,True
19,1555039353.3307247,data,True
19,1555039353.8363988,data,False
19,1555039358.067826,data,True
19,1555039358.3360276,data,True
19,1555039358.8417046,data,False
19,1555039363.0731387,data,True
19,1555039363.341325,data,True
19,1555039363.8470619,data,False
19,1555039363.8479474,control,False
19,1555039368.0785775,data,True
19,1555039368.3466952,data,True
19,1555039368.852413,data,False
19,1555039373.0841012,data,True
19,1555039373.3520458,data,True
19,1555039373.8577201,data,False
19,1555039378.0894449,data,True
19,1555039378.3573954,data,True
19,1555039378.863065,data,False
19,1555039383.0948355,data,True
19,1555039383.362713,data,True
19,1555039383.8614056,control,False
19,1555039383.868392,data,False
19,1555039388.1010838,data,True
19,1555039388.3680913,data,True
19,1555039388.8738089,data,False
19,1555039393.1067262,data,True
19,1555039393.3736567,data,True
19,1555039393.8793492,data,False
19,1555039398.1121757,data,True
19,1555039398.3789356,data,True
19,1555039398.8846884,data,False
19,1555039403.1174731,data,True
19,1555039403.3842454,data,True
19,1555039403.8824663,control,False
19,1555039403.890068,data,False
19,1555039408.1228206,data,True
19,1555039408.3903997,data,True
19,1555039408.8961048,data,False
19,1555039413.128168,data,True
19,1555039413.3958921,data,True
19,1555039413.9014392,data,False
19,1555039418.1334987,data,True
19,1555039418.4012525,data,True
19,1555039418.9067786,data,False
19,1555039423.1388302,data,True
19,1555039423.4066803,data,True
19,1555039423.9035363,control,False
19,1555039423.9121127,data,False
19,1555039428.1442447,data,True
19,1555039428.4120345,data,True
19,1555039428.9174595,data,False
19,1555039433.1495483,data,True
19,1555039433.4173713,data,True
19,1555039433.9228237,data,False
19,1555039438.1549184,data,True
19,1555039438.4227757,data,True
19,1555039438.9283342,data,False
19,1555039443.1602964,data,True
19,1555039443.428126,data,True
19,1555039443.9246078,control,False
19,1555039443.933699,data,False
19,1555039448.1665194,data,True
19,1555039448.4334576,data,True
19,1555039448.9390037,data,False
19,1555039453.1721895,data,True
19,1555039453.4390779,data,True
19,1555039453.9443824,data,False
19,1555039458.1773324,data,True
19,1555039458.4443343,data,True
19,1555039458.9497037,data,False
19,1555039463.1826441,data,True
19,1555039463.4496567,data,True
19,1555039463.9456992,control,False
19,1555039463.9551516,data,False
19,1555039468.1880524,data,True
19,1555039468.4557958,data,True
19,1555039468.961114,data,False
19,1555039473.19336,data,True
19,1555039473.4611213,data,True
19,1555039473.9664354,data,False
19,1555039478.1987522,data,True
19,1555039478.4664078,data,True
19,1555039478.9718165,data,False
19,1555039483.204077,data,True
19,1555039483.4718177,data,True
19,1555039483.9667864,control,False
19,1555039483.9773297,data,False
19,1555039488.2094514,data,True
19,1555039488.4771373,data,True
19,1555039488.982665,data,False
19,1555039493.2148347,data,True
19,1555039493.4824367,data,True
19,1555039493.988,data,False
19,1555039498.2201567,data,True
19,1555039498.4878366,data,True
19,1555039498.9933364,data,False
19,1555039503.2255278,data,True
19,1555039503.4931507,data,True
19,1555039503.987828,control,False
19,1555039503.9986749,data,False
19,1555039508.2394783,data,True
19,1555039508.4984434,data,True
19,1555039509.0040095,data,False
19,1555039513.245177,data,True
19,1555039513.5040314,data,True
19,1555039514.009393,data,False
19,1555039518.2503192,data,True
19,1555039518.5092711,data,True
19,1555039519.0146744,data,False
19,1555039523.255592,data,True
19,1555039523.514562,data,True
19,1555039524.0083992,control,False
19,1555039524.020091,data,False
19,1555039528.2610452,data,True
19,1555039528.520753,data,True
19,1555039529.0261056,data,False
19,1555039533.2663453,data,True
19,1555039533.5260987,data,True
19,1555039534.0314367,data,False
19,1555039538.2717402,data,True
19,1555039538.5314128,data,True
19,1555039539.0367582,data,False
19,1555039543.2757442,data,True
19,1555039543.5367854,data,True
19,1555039544.0294352,control,False
19,1555039544.0422938,data,False
19,1555039548.2811108,data,True
19,1555039548.5420492,data,True
19,1555039549.0460432,data,False
19,1555039553.2863882,data,True
19,1555039553.5474102,data,True
19,1555039554.0513752,data,False
19,1555039558.2918015,data,True
19,1555039558.5528116,data,True
19,1555039559.0566928,data,False
19,1555039563.2971385,data,True
19,1555039563.558136,data,True
19,1555039564.050508,control,False
19,1555039564.0620642,data,False
19,1555039568.3033235,data,True
19,1555039568.563465,data,True
19,1555039569.0673957,data,False
19,1555039573.3090467,data,True
19,1555039573.5690658,data,True
19,1555039574.0727863,data,False
19,1555039578.3141716,data,True
19,1555039578.5742986,data,True
19,1555039579.078287,data,False
19,1555039583.3194346,data,True
19,1555039583.579647,data,True
19,1555039584.071586,control,False
19,1555039584.083653,data,False
19,1555039588.3248136,data,True
19,1555039588.5857446,data,True
19,1555039589.089691,data,False
19,1555039593.3301156,data,True
19,1555039593.5912673,data,True
19,1555039594.095017,data,False
19,1555039598.3354747,data,True
19,1555039598.5964086,data,True
19,1555039599.1003373,data,False
19,1555039603.3410206,data,True
19,1555039603.6017628,data,True
19,1555039604.0926616,control,False
19,1555039604.1056514,data,False
19,1555039608.346349,data,True
19,1555039608.6070952,data,True
19,1555039609.1109493,data,False
19,1555039613.35165,data,True
19,1555039613.6124325,data,True
19,1555039614.116323,data,False
19,1555039618.3570507,data,True
19,1555039618.6178274,data,True
19,1555039619.1216495,data,False
19,1555039623.3623788,data,True
19,1555039623.6231184,data,True
19,1555039624.1137228,control,False
19,1555039624.1269472,data,False
19,1555039628.3686209,data,True
19,1555039628.6284983,data,True
19,1555039629.1323037,data,False
19,1555039633.3742895,data,True
19,1555039633.6340978,data,True
19,1555039634.1376715,data,False
19,1555039638.3794115,data,True
19,1555039638.6392913,data,True
19,1555039639.1430423,data,False
19,1555039643.3847153,data,True
19,1555039643.6446688,data,True
19,1555039644.1347775,control,False
19,1555039644.1483572,data,False
19,1555039648.3902142,data,True
19,1555039648.6590528,data,True
19,1555039649.1609306,data,False
19,1555039653.395409,data,True
19,1555039653.6644545,data,True
19,1555039654.1662974,data,False
19,1555039658.4007473,data,True
19,1555039658.6699498,data,True
19,1555039659.1716092,data,False
19,1555039663.4060423,data,True
19,1555039663.6753,data,True
19,1555039664.1558602,control,False
19,1555039664.1769414,data,False
19,1555039668.4114404,data,True
19,1555039668.680627,data,True
19,1555039669.1822934,data,False
19,1555039673.416779,data,True
19,1555039673.6859312,data,True
